	cluster_node	PCC	gene_color	cluster_node_color
osta-2	1839	0.6838270778983736	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-239	1839	0.666571369797035	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F11D5.1	1839	0.6654203864952621	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F29B9.5	1839	0.6647210028237939	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y71H2AM.15	1839	0.6598048488744178	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C24A3.2	1839	0.646989192003106	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
kin-36	1839	0.6408837582860847	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
set-30	1839	0.6402575806163137	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
lgc-33	1839	0.640067779543747	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
B0302.5	1839	0.6377405463771967	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
gsto-3	1839	0.6324079084600123	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T01E8.1	1839	0.6261558018547952	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
hsp-12.2	1839	0.6258738271239883	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
phg-1	1839	0.6199581527021947	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
oig-3	1839	0.6190086603935058	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F40F9.10	1839	0.6115882910611949	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
let-805	1839	0.6065346872627532	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
shn-1	1839	0.5997448038991348	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ifa-1	1839	0.5990884545103021	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
feh-1	1839	0.5944163626898562	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-45	1839	0.5941555632372212	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F15E6.5	1839	0.5936874307765178	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F55A11.6	1839	0.5925742532096354	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ttm-5	1839	0.5861018118674469	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
lgc-27	1839	0.5857023900391376	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-82	1839	0.5832995324954086	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
aqp-5	1839	0.57943498250092	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T01E8.8	1839	0.5781499825597234	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
acr-11	1839	0.575155502942745	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
gur-3	1839	0.572328337240936	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
anmt-1	1839	0.5714141263220659	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-225	1839	0.5711635153149239	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
iglr-3	1839	0.5694194274085695	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C50B8.4	1839	0.5687173376952875	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-52	1839	0.5655813589965649	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
set-18	1839	0.5633399044498255	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y97E10C.1	1839	0.5631104651610425	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
R06A10.4	1839	0.560993003171244	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ketn-1	1839	0.5583221194455485	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
cor-1	1839	0.5542055418188929	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
lgc-29	1839	0.5518060496433658	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F49E10.4	1839	0.5508971537510514	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ttr-54	1839	0.5472681194487767	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
kdp-1	1839	0.5417386949998002	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-94	1839	0.5415747311577354	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ptl-1	1839	0.540988333917224	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F55G1.1	1839	0.5376777238083875	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F46C5.2	1839	0.5365811757164722	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T23B12.11	1839	0.5348344061136127	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
gpa-12	1839	0.5338592253501159	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
mif-4	1839	0.5334068723184983	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
inx-1	1839	0.525768405897716	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
del-3	1839	0.5240240843182391	(0.6326509803921552, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
cca-1	1839	0.5194824290111367	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
abu-14	1839	0.517496122826851	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
clec-143	1839	0.5164538485018291	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F54C8.6	1839	0.5150360523452001	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-238	1839	0.5117698181367165	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-54	1839	0.5116945235879554	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
tiam-1	1839	0.5107252426797667	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
del-7	1839	0.5093207650099464	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
eat-6	1839	0.5033506818128994	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-96	1839	0.4992902587263914	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
sptl-2	1839	0.499145968574637	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ifb-1	1839	0.4943353647634259	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y34B4A.4	1839	0.4942312714220284	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
R05H5.7	1839	0.4912824879978061	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F52D10.2	1839	0.4883908077623442	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-50	1839	0.4859871590911879	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
clec-258	1839	0.4781128433870677	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
acr-3	1839	0.4771049298281545	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-123	1839	0.4741537239750787	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
pdha-1	1839	0.4740795036954836	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
deb-1	1839	0.4725276793231607	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C54G7.1	1839	0.4724679778553659	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T19D2.2	1839	0.4714808352393677	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C05D10.4	1839	0.4692250362808149	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y97E10AR.1	1839	0.4691338556187019	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-237	1839	0.4682833555431577	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ZK131.11	1839	0.4669252851198389	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
sma-2	1839	0.4640677477494166	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y73B6BL.270	1839	0.4628237017909811	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
AH9.6	1839	0.4620154771895616	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
R10E12.2	1839	0.4577655794991461	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-63	1839	0.4574341456814201	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
dlc-5	1839	0.4531928836737791	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
atn-1	1839	0.4523439481633725	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nlg-1	1839	0.4510679290089053	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y73B6BL.47	1839	0.4463133095863047	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
cpd-2	1839	0.4390517874576438	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
sta-1	1839	0.4380061389729892	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y48E1C.4	1839	0.4320380521511502	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
aco-2	1839	0.4307397024043112	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C08F1.8	1839	0.4290110358492691	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ccb-1	1839	0.4271877476489021	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
trh-1	1839	0.425405555266763	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F40E3.6	1839	0.4247009797484	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F18G5.6	1839	0.4214049972405093	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
W01D2.6	1839	0.4180203511332598	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F07C3.9	1839	0.4145990515446734	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
clec-179	1839	0.4130814649566612	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
unc-14	1839	0.4130771308371334	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
snt-5	1839	0.3997468783027873	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ZK328.6	1839	0.3986038289681606	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
tph-1	1839	0.3978395882077261	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhl-3	1839	0.3977981139102962	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C46H11.10	1839	0.3904132800423135	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C01G12.5	1839	0.3894118069094176	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
vit-1	1839	0.3830299254114511	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y72A10A.1	1839	0.3783224466808882	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
rei-2	1839	0.3768428255968774	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ZK616.1	1839	0.3749116754362833	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
F53B1.3	1839	0.3711636095871046	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
mek-5	1839	0.3689249241855917	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C17H11.5	1839	0.3676246468275972	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-28	1839	0.3658368542972518	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T14B4.8	1839	0.3644478901574891	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
sym-3	1839	0.3642503918165198	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nex-2	1839	0.3633898357951896	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
kin-20	1839	0.3579942552979752	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
olrn-1	1839	0.3579257631177877	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
R01E6.7	1839	0.3565770021269924	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nkb-3	1839	0.3500418373279499	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
W04H10.2	1839	0.3481759202350184	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T12A7.6	1839	0.3439506751561367	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
glc-2	1839	0.3434747206988271	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
T25F10.3	1839	0.3280120864872135	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
glb-19	1839	0.3210076150168347	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
clec-11	1839	0.3179104861282797	(0.6901647058823529, 1.0, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-65	1839	0.3116785722946595	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
best-19	1839	0.308183189468271	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
drag-1	1839	0.3078626552137656	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
lat-2	1839	0.3054392695100248	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
mgl-1	1839	0.3049100974228159	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
ceh-54	1839	0.2895321599159723	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-107	1839	0.2858662604489363	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
Y41C4A.12	1839	0.2853161217035274	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
mef-2	1839	0.2823400521912063	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
akt-2	1839	0.2711032985144834	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
nhr-71	1839	0.2614413569929995	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
chp-1	1839	0.2597812106459873	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
smoc-1	1839	0.259132743439986	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
srj-7	1839	0.2567928188384496	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
rgs-6	1839	0.2553002368015638	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
shw-3	1839	0.2340761614773259	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
glb-24	1839	0.2148518868753849	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
crtc-1	1839	0.1744029943061946	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.6688837289301678, 0.9998623323013416, 0.0, 1.0)
C47E8.9	2256	0.8147716624883965	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
W06F12.2	2256	0.8133154710536596	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
eat-5	2256	0.8031945521921572	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
twk-11	2256	0.8024454181231879	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
T09B4.4	2256	0.7870703845095729	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
VB0395L.1	2256	0.7842805010543417	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
pqn-13	2256	0.7772839234038953	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
lgx-1	2256	0.7751351166923451	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
chs-2	2256	0.7725395623816215	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
igcm-1	2256	0.7679254729386208	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
chtb-1	2256	0.7625723182528682	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
D2005.6	2256	0.7622476503560587	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
nmgp-1	2256	0.7492722730888279	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
bli-4	2256	0.7417765087281901	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
Y37D8A.16	2256	0.7352901852006435	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
sel-7	2256	0.7232416283870815	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
lron-1	2256	0.7195804781922541	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
alp-1	2256	0.7158216486482735	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
let-522	2256	0.7058236728105027	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
acr-7	2256	0.6986691974315032	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
T25F10.4	2256	0.6960207062458806	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
F28H1.4	2256	0.6930372129196939	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
K01C8.2	2256	0.691151827600108	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
eya-1	2256	0.6875030939193937	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
F08C6.5	2256	0.6855376113585679	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
ZK512.1	2256	0.6845417231460598	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
ctg-2	2256	0.6794562011547188	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
ceh-19	2256	0.6777822452294018	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
glr-8	2256	0.6739900722142158	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
F21E9.2	2256	0.6669812641269202	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
cdh-5	2256	0.6664585421395872	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
ZC247.2	2256	0.6651623896421333	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
nhr-117	2256	0.6607092749977149	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
mxt-1	2256	0.6592672860463819	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
eat-20	2256	0.6480439149978343	(0.7372215686274509, 0.9986921568627452, 0.0, 1.0)	(0.7447114114114118, 0.9961942942942944, 0.0, 1.0)
