	cluster_node	PCC	gene_color	cluster_node_color
nspc-20	2	0.9651623947602224	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-14	2	0.9574215925617982	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-12	2	0.9570880687441156	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F19H6.6	2	0.9565053713714474	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-19	2	0.9537475042605824	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-9	2	0.9536148397897644	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-15	2	0.9501035921557794	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-16	2	0.9500564481413604	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-18	2	0.9189649464967388	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-13	2	0.9045487691233648	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-17	2	0.894735342565007	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-10	2	0.8932655515030017	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
spex-1	2	0.8391627930737843	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F38C2.4	2	0.8121005374973693	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F59B2.14	2	0.770452208944244	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srlf-2	2	0.6886329975071913	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nep-25	2	0.6628973276369344	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
spex-2	2	0.6503341182398437	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F30A10.4	2	0.6244262701824539	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
W06H8.2	2	0.6002758262122428	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
C34C12.4	2	0.5724914498713433	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
smex-1	2	0.569279457844321	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
ostf-4	2	0.5346845280258734	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
mtig-1	2	0.5322663397775689	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
W07G4.2	2	0.5235571303415283	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
pdi-3	2	0.5041922293092729	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
sid-2	2	0.4420502064901732	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srbc-39	2	0.4315134419183621	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
clec-164	2	0.405975444462707	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
spcs-2	2	0.3837764204855006	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
Y55F3AM.11	2	0.3763580675653927	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
Y76B12C.3	2	0.3167958380256048	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
Y70C5A.3	2	0.3035974452286695	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F47E1.4	2	0.2926223667592794	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
T04F8.3	2	0.21325291301916	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-2	4	0.8980881560569516	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-6	4	0.898037918054411	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-7	4	0.8956840442969153	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-5	4	0.89227582050516	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-1	4	0.8893318123469668	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-3	4	0.887518773621686	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
nspc-4	4	0.8860072395326266	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
K08F4.12	4	0.4380124947882167	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F45E1.2	134	0.4898993067094893	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
sre-39	69	0.2687884686561303	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F47G9.6	265	0.5333472570360115	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
acc-3	265	0.2070720052606323	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
C24A3.9	73	0.4870942441790624	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
C54F6.12	38	0.4735618024453753	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
T07D4.2	38	0.3887638091451922	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srab-1	38	0.272957669587056	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
C31B8.7	5	0.5123433838407174	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
ZK666.15	5	0.4231732966963034	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
ncs-7	5	0.4184024800594075	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
syx-3	5	0.3694730530215501	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
C50E3.6	5	0.3607020381342378	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
enu-3.5	5	0.3380466142310846	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
T27E4.1	5	0.3294164669707368	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F23A7.5	5	0.3168414260550921	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
Y48G8AR.3	5	0.3054690136939899	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
M163.1	5	0.2256750243701009	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
str-106	282	0.577223141527779	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F11C3.1	283	0.2175861219845793	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srbc-38	284	0.4942615895273721	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
ZK380.2	285	0.5772231415278128	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
F55D1.1	160	0.5021388897627307	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srd-44	496	0.4434281183438681	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
fbxa-56	290	0.7031700324097413	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
srh-60	290	0.434078434228226	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
irld-65	290	0.3296236195173097	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
Y59E1A.4	509	0.5772231415277922	(0.0, 0.0, 0.0, 1.0)	(0.0, 0.0, 0.0, 1.0)
str-103	300	0.5750533677094853	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
grl-8	300	0.5221988910926458	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
ZK1053.1	300	0.5135658932832627	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
nlp-19	300	0.4743285678500826	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
srxa-16	300	0.4574882292333693	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
flp-26	300	0.4206420805324866	(0.0, 0.0, 0.0, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
F57C9.6	300	0.4051755884544524	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
nlp-14	300	0.2565953526162793	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.009150980392156862, 0.0, 0.01045686274509804, 1.0)
srg-33	303	0.4405821497264648	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
srz-61	304	0.5772231415278017	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srh-148	304	0.4203779789519999	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srh-200	304	0.3896213949829876	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
sri-9	304	0.3852060283217922	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
str-230	304	0.381924081115603	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srz-9	304	0.356223752736554	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F42E11.3	304	0.3110336267719554	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
Y49F6B.19	304	0.3102020214802744	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F38B7.11	304	0.3031556592686588	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F49E12.7	304	0.3004003929200358	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
C03B1.1	827	0.384588022964211	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
srt-70	87	0.3365091342924625	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
sre-12	87	0.290333910723732	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
srn-1	87	0.1993654497699454	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
sri-77	307	0.4060593813277475	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
D1081.4	11	0.5892394302590221	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
ttr-53	11	0.2422260228065313	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
srt-41	44	0.2991901140629896	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
Y87G2A.25	89	0.2404540837607191	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
W07G4.7	173	0.3319637748426957	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
T28F4.8	173	0.3131579622748369	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
C55A1.6	90	0.5712875788043523	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
T24C2.5	90	0.5076287134866087	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F42F12.14	90	0.4276484889786673	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
ddo-2	90	0.3502058321120719	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
aak-1	90	0.3454214404714275	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srw-68	90	0.3020888667133004	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F42F12.4	90	0.2933391415881091	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F59B10.4	174	0.3348550222183054	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
fbxa-143	174	0.2819560346423265	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
T16G1.3	534	0.6521181462332833	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srbc-37	534	0.3823108468815661	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
spp-26	534	0.3271282670413237	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
C18B10.6	534	0.254017122785597	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
sru-42	534	0.2434007283903931	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
Y50D7A.3	534	0.2209394363222566	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
T08G11.3	534	0.2122591590464473	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
B0207.5	534	0.1833891451785635	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
str-28	535	0.5772231415278242	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
C13A2.6	535	0.4232824630495018	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
srd-64	314	0.7070289359965279	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
K12H6.5	314	0.6439198660271842	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srw-67	314	0.5964646805959474	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
F42F12.11	314	0.5796473533574763	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
dhc-3	314	0.5399829768802981	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
B0348.1	314	0.3209449203081535	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
srsx-16	314	0.3028061735088975	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
T24F1.4	314	0.2507677185715424	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
Y71H2AM.3	314	0.1994224956126614	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
Y50D7A.8	314	0.1251428028000127	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
C13B9.2	314	0.123742626882112	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039215, 1.0)
Y57G11C.1142	315	0.556373701868377	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
F47B8.14	315	0.4331386655647247	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
srsx-14	315	0.3233967934101653	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.041827450980392165, 1.0)
srh-264	316	0.7070289359965573	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
sre-35	316	0.6943209309912706	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srh-8	316	0.6655141506944005	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
str-120	316	0.6029782933792217	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
Y45G12C.6	316	0.6029782933792217	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srh-139	316	0.5765590834516954	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srz-71	316	0.517691926106192	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srx-1	316	0.5003748235266753	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
Y24D9A.7	316	0.4987288663797525	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
sri-42	316	0.4898947852877239	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srh-78	316	0.4418254930805287	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
nlp-43	316	0.3952248481802527	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
str-131	316	0.3713104915367647	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
sri-74	316	0.3666039794122673	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
F37D6.3	316	0.3262698960059138	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
Y39A3B.8	316	0.2724681448473471	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
srh-276	316	0.2379701100093006	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
F58D12.1	316	0.205323745035819	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.036603921568627455, 0.0, 0.04182745098039217, 1.0)
nhr-174	317	0.4075762021259608	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)	(0.03660392156862745, 0.0, 0.04182745098039216, 1.0)
W09H1.3	319	0.5772231415277814	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
Y73F8A.10	319	0.5772231415277814	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
C03B1.2	842	0.322150197267268	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
F48E8.4	181	0.1716282708474151	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
F48E8.8	94	0.1850714119793588	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
F56H6.4	560	0.5492251759578413	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
W02H5.16	560	0.292665365951096	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
F25E5.9	852	0.2341536596702972	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
B0507.4	853	0.4236839818628902	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
srx-47	853	0.2678133178445562	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
srj-10	562	0.2880500749528593	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
Y51H7C.41	562	0.1584086550735546	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
lgc-48	855	0.4173274074713834	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
srt-11	855	0.3492274061108307	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
srg-4	564	0.280069120096622	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
sri-15	860	0.3897326522550361	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
C29E4.9	866	0.2317952228425836	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
C01G6.5	3	0.2117793676446437	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)
F44E5.4	6	0.7822293120692743	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F44E5.5	6	0.7791362985041452	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
snt-4	6	0.645812261366272	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
xbp-1	6	0.5942819069758399	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
cpna-5	6	0.4869988539519814	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
hsp-110	6	0.47254241984153	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
Y75B8A.7	6	0.4677947486191101	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
wah-1	6	0.4634900682980634	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F21C10.3	6	0.4176825830025514	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F17C11.11	6	0.3913602051931645	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F57G9.7	6	0.3598417985708875	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F02A9.7	6	0.3550351965800493	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
tra-1	6	0.3362061285978328	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
his-37	6	0.3330747597340596	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
T28F4.5	6	0.3301652739239439	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
abts-3	6	0.3137341208171633	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
drap-1	6	0.3045450208565974	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
ZK1290.5	6	0.2982395791822704	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
F39B2.8	6	0.2866493617077159	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
C34B4.3	6	0.2610462135310631	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
ZC239.6	6	0.2606500184656206	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
C05G5.7	6	0.2527210034327861	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
xrep-4	6	0.2501068760782223	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
C50H11.8	6	0.2499566661336013	(0.0732078431372549, 0.0, 0.08365490196078432, 1.0)	(0.0732078431372549, 0.0, 0.08365490196078436, 1.0)
